threshold,trigger_rate,freq_mae,amp_mae,overlap
0.1,1.0,0.1028563854351883,0.0001354668620356624,0.44516775673995884
0.2,1.0,0.1028563854351883,0.0001354668620356624,0.44516775673995884
0.25,0.5,0.09654980545520506,0.00013542509171383477,0.4411614498601731
0.3,0.5,0.09654980545520506,0.00013542509171383477,0.4411614498601731
0.35,0.5,0.09654980545520506,0.00013542509171383477,0.4411614498601731
