threshold,trigger_rate,freq_mae,amp_mae,overlap
0.2,1.0,0.07975418871064564,0.00013567341798416236,0.4423678163713036
0.35,0.5,0.07605112200398823,0.00013569221459591228,0.44097100228850206
0.5,0.0,0.07691075356377589,0.00013729027358530126,0.44097471366322916
0.75,0.0,0.07691075356377589,0.00013729027358530126,0.44097471366322916
1.0,0.0,0.07691075356377589,0.00013729027358530126,0.44097471366322916
