threshold,trigger_rate,freq_mae,amp_mae,overlap
0.9,1.0,0.02452566226323446,0.00011093220352383545,0.31475209899270584
0.92,1.0,0.02452566226323446,0.00011093220352383545,0.31475209899270584
0.93,0.5,0.02449992299079895,0.00011085218208724731,0.3148427170800496
0.94,0.0,0.02450999617576599,0.00011068059848421778,0.3144095847037305
0.96,0.0,0.02450999617576599,0.00011068059848421778,0.3144095847037305
1.0,0.0,0.02450999617576599,0.00011068059848421778,0.3144095847037305
